AENC;NUMC;NIND;ELEP;TH;CAPITAL;SEXO;EDAD;LNAC;NACI;NIVI;LEST3;RELA;TIPF;TGRU;SVIDA;SRELA;STGUS;SECON;SVIVI;SZONA;SRECR;STRAB;STIEM;MERECE;HABLAR;AYFAM;TENSO;MORAL;CALMA;DEPRE;FELIZ;CPER;CPOL;CJUS;CERTZ;SENSE;SVIVENT;SHOGTR;ANIMO;RELPER;CPUBLI;SITEC1;SAPER;RELFA1
2024;6420;2;866,91804;48;00009;1;02;1;1;;3;1;5;4;8;8;2;7;9;9;10;7;2;8;1;1;4;5;2;4;2;8;0;3;3;1;9;5;7;8;2;3;1;4
2024;6421;1;801,75965;48;00009;1;04;1;1;;3;1;4;2;5;7;5;7;5;9;9;8;6;9;1;1;3;3;2;4;2;7;7;5;4;1;8;7;6;7;5;3;1;1
2024;6422;1;374,31541;48;00009;6;06;1;1;;1;3;5;4;8;8;8;9;9;8;7;97;;8;1;1;3;3;2;5;2;7;7;7;7;1;8;9;7;8;7;3;1;1
2024;6423;1;187,15771;48;00009;6;06;1;1;;2;3;1;1;9;9;10;8;10;5;9;97;;9;1;1;4;5;2;5;2;7;2;3;8;3;7;8;8;8;4;3;3;1
2024;6425;2;392,09473;48;00009;6;05;1;1;;3;3;5;4;6;6;5;6;6;6;6;97;;6;1;1;5;3;2;3;4;6;5;5;5;2;6;6;6;7;5;3;3;1
2024;6426;1;408,02787;48;00009;1;07;4;1;;1;3;3;3;8;8;9;8;8;8;8;97;;5;1;1;4;4;2;4;2;7;5;5;5;2;8;8;7;8;5;3;3;1
2024;6427;2;194,56837;48;00009;6;04;4;1;;2;1;1;1;6;7;5;7;6;7;9;7;6;7;1;1;3;3;3;3;3;8;3;5;7;2;7;7;5;7;5;2;2;1
2024;6428;1;204,01394;48;00009;1;07;1;1;;1;3;1;1;8;9;10;9;10;9;9;97;;10;1;1;5;5;2;5;2;8;5;8;8;3;8;9;8;8;7;3;1;1
2024;6429;2;659,51409;48;00009;6;03;1;1;;3;1;4;2;8;9;4;8;7;8;5;9;7;8;1;1;3;4;2;5;2;4;5;5;5;3;6;8;7;8;5;3;2;1
2024;6430;1;190,23297;48;00009;1;05;4;1;;2;1;1;1;7;7;7;7;7;5;5;5;9;7;1;1;4;5;2;5;1;5;0;5;5;1;6;7;8;7;3;3;1;1
2024;6431;1;601,31974;48;00009;1;04;1;1;;3;1;5;4;8;8;6;8;8;8;6;8;10;9;1;1;3;4;2;4;2;8;5;8;8;1;8;9;7;8;7;3;2;1
2024;6432;1;408,02787;48;00009;1;06;4;1;;1;3;3;3;7;7;8;7;9;9;9;97;;7;1;1;3;3;2;4;3;4;4;4;5;2;8;7;6;7;4;3;2;1
2024;6433;3;960,01611;48;00009;6;02;1;1;;3;1;4;2;8;6;4;7;7;8;8;8;6;7;1;1;4;4;2;4;2;7;4;4;4;1;8;7;7;7;4;1;2;1
2024;6434;2;480,00805;48;00009;6;02;5;6;;3;1;3;3;8;9;5;8;8;9;10;7;4;7;1;1;2;3;4;4;2;5;3;6;5;2;8;6;5;8;5;2;1;2
2024;6436;1;187,15771;48;00009;6;07;1;1;;1;3;1;1;10;8;10;8;10;10;8;97;;10;1;2;3;4;2;5;3;5;0;5;8;3;8;8;7;6;4;3;2;1
2024;6437;3;610,03286;48;00009;1;01;1;1;;1;3;4;2;9;9;8;8;8;10;10;97;;10;1;1;5;5;1;5;1;5;0;0;0;1;9;8;9;8;0;1;1;1
2024;6438;2;439,67606;48;00009;6;03;1;1;;3;1;5;4;8;8;7;8;8;8;6;8;7;9;1;1;5;5;2;5;2;6;0;3;3;3;7;8;8;8;2;3;2;4
2024;6439;2;778,27349;48;00009;6;04;1;1;;1;1;4;2;8;2;0;6;8;10;2;10;10;9;2;2;2;3;3;2;3;9;0;2;0;4;6;9;4;2;1;1;3;1
2024;6440;2;720,01208;48;00009;6;02;1;1;;1;2;4;2;6;8;8;4;8;8;9;97;;9;1;1;4;4;2;4;1;6;4;4;5;3;7;4;7;8;4;1;2;1
2024;6442;1;196,04736;48;00009;6;05;1;1;;3;1;1;1;8;8;8;9;9;8;8;7;8;9;1;1;3;3;2;3;1;5;0;5;5;2;8;8;6;8;3;3;2;1
2024;6443;1;204,01394;48;00009;1;07;1;1;;2;3;1;1;7;8;8;8;8;8;8;97;;7;1;1;4;4;2;4;2;8;6;6;6;1;8;8;7;8;6;3;2;1
2024;6444;1;187,15771;48;00009;6;06;1;1;;1;3;1;1;5;5;5;5;5;5;5;97;;5;1;1;2;2;2;2;4;7;5;5;5;4;4;5;4;7;5;2;3;4
2024;6446;1;374,31541;48;00009;6;06;1;1;;1;3;3;3;8;8;8;8;8;8;8;97;;9;1;1;4;5;1;5;2;8;6;6;5;1;8;8;8;8;6;3;2;1
2024;6447;1;612,04181;48;00009;1;06;1;1;;1;3;6;5;7;7;5;8;8;9;6;97;;7;1;1;3;4;2;3;2;7;0;0;7;1;8;8;6;7;2;3;3;1
2024;6448;2;408,02787;48;00009;1;06;1;1;;1;3;3;3;8;8;9;8;9;9;8;97;;8;1;1;5;3;2;5;2;7;7;4;7;1;9;8;7;8;6;3;3;1
2024;6449;1;408,02787;48;00009;1;07;1;1;;3;3;3;3;8;8;8;8;8;8;8;97;;5;1;1;5;5;2;5;2;8;5;5;0;1;8;8;8;8;3;2;1;1
2024;6450;1;204,01394;48;00009;1;06;1;1;;3;3;1;1;8;8;8;8;8;8;8;97;;8;1;1;4;5;2;3;2;7;5;5;8;2;8;8;7;8;6;3;2;1
2024;6452;3;585,13744;48;00009;6;01;1;1;;2;3;4;2;7;8;8;6;5;5;5;97;;7;1;1;3;3;3;4;3;8;5;5;7;3;5;6;5;8;6;1;2;1
2024;6454;1;960,01611;48;00009;6;02;5;1;;3;2;4;2;7;7;7;5;4;6;6;97;;8;1;1;4;5;1;5;2;5;2;4;4;2;6;5;8;7;3;1;2;1
2024;6458;1;482,61042;48;00009;1;03;1;1;;3;1;3;3;8;8;5;4;8;8;6;8;2;7;1;1;5;5;1;5;1;8;1;0;1;2;7;5;9;8;1;1;1;1
2024;6459;1;187,15771;48;00009;6;07;1;1;;2;3;1;1;5;5;8;5;9;9;9;97;;6;1;1;2;4;3;3;3;9;5;5;5;1;9;5;5;7;5;2;3;1
2024;6460;1;187,15771;48;00009;6;06;1;1;;1;3;1;1;0;0;1;1;4;10;10;97;;0;1;1;1;1;5;1;5;5;0;0;10;1;8;1;1;5;3;2;3;1
2024;6461;1;196,04736;48;00009;6;05;4;1;;1;1;1;1;8;8;7;9;9;9;8;8;8;7;1;1;3;4;2;3;2;7;5;5;8;2;8;8;6;8;6;3;2;1
2024;1866;2;565,98108;20;00009;6;04;1;1;;3;1;4;2;8;8;7;5;6;7;6;7;8;7;1;1;3;4;3;3;3;6;1;1;1;3;6;7;5;8;1;2;2;1
2024;1867;3;629,95597;20;00009;6;01;1;1;;1;3;4;2;8;6;7;7;8;8;9;97;;7;1;1;2;5;2;5;2;6;0;0;0;3;7;7;7;7;0;3;1;1
2024;1868;1;152,59133;20;00009;1;05;1;1;;2;2;1;1;6;7;8;3;7;7;6;97;;7;1;1;3;3;2;3;2;6;5;3;1;2;7;3;6;7;3;1;3;1
2024;1869;2;450,68029;20;00009;6;02;1;1;;3;1;5;4;8;8;8;5;8;8;8;8;2;8;1;1;1;3;4;4;2;6;0;0;0;3;7;5;5;8;0;1;2;4
2024;1870;2;312,40259;20;00009;6;05;1;1;;2;1;2;5;7;7;5;3;8;9;9;7;3;8;1;1;4;4;1;4;2;7;7;7;7;1;9;4;7;7;7;1;3;1
2024;1871;1;160,17365;20;00009;6;07;1;1;;1;3;1;1;5;6;5;5;5;5;5;97;;5;1;7;4;4;4;4;3;5;5;5;5;2;5;5;6;5;5;3;2;1
2024;1873;3;472,46698;20;00009;6;01;1;1;;1;3;4;2;10;10;7;9;9;9;9;97;;10;1;1;5;5;1;5;1;9;0;0;0;3;8;9;9;8;0;3;1;1
2024;1874;1;320,34730;20;00009;6;06;4;1;;1;3;5;4;5;5;5;4;4;4;4;97;;4;1;1;2;2;2;2;4;5;7;0;5;4;4;4;4;7;4;1;3;1
2024;1875;1;160,17365;20;00009;6;07;4;1;;1;3;1;1;8;8;8;6;8;8;8;97;;8;1;2;5;5;2;5;2;5;5;8;10;1;8;6;8;6;8;2;2;1
2024;1876;1;406,68973;20;00009;1;02;1;1;;3;1;3;3;7;9;5;5;6;8;9;6;6;9;1;1;3;3;2;3;2;8;7;5;5;1;8;6;6;8;6;1;2;1
2024;1878;3;457,77398;20;00009;1;05;1;1;;2;1;4;2;8;8;8;7;8;9;8;8;8;8;1;1;4;5;1;5;2;9;6;6;7;1;8;8;8;8;6;3;3;1
2024;1879;2;406,68973;20;00009;1;02;5;6;;1;1;2;5;10;10;10;10;10;10;10;9;9;7;1;1;3;3;3;3;3;8;5;5;5;1;10;9;5;8;5;1;2;1
2024;1881;1;406,68973;20;00009;1;02;5;6;;1;2;3;3;3;5;5;7;7;7;7;97;;7;1;1;3;4;2;5;2;7;2;6;7;2;7;7;7;7;5;1;2;2
2024;1882;1;167,07688;20;00009;1;04;4;1;;1;1;1;1;7;7;7;7;7;7;7;7;7;7;1;1;5;5;2;5;2;5;0;0;0;2;7;7;8;7;0;3;2;1
2024;3252;2;369,16109;20;00009;1;07;1;1;;3;3;4;2;8;8;10;8;8;8;8;97;;8;1;1;3;4;2;5;2;6;0;0;8;2;8;8;7;8;3;3;2;1
2024;3253;1;611,88032;20;00009;1;04;4;1;;2;1;4;2;8;5;5;7;8;9;10;5;5;9;1;1;4;4;2;4;2;6;6;8;10;2;8;6;7;7;8;3;2;1
2024;3254;1;146,62516;20;00009;6;06;1;1;;1;3;1;1;7;7;7;7;7;7;7;97;;5;1;1;3;3;3;3;2;7;0;5;7;1;7;7;5;7;4;3;1;1
2024;3255;2;428,92226;20;00009;6;05;1;1;;2;1;4;2;8;9;9;8;9;9;7;7;9;6;1;1;2;3;2;3;2;6;0;3;5;4;7;8;5;8;3;3;3;1
2024;3257;2;413,04230;20;00009;6;02;1;1;;3;1;5;4;8;8;8;8;8;9;9;5;6;7;1;1;5;3;2;4;2;6;0;5;0;1;9;6;7;8;2;3;1;1
2024;3258;1;146,62516;20;00009;6;07;1;1;;1;3;1;1;0;9;0;5;9;9;5;97;;0;1;1;2;1;3;1;3;5;5;5;8;2;7;5;3;8;6;3;4;1
2024;3259;1;146,62516;20;00009;6;07;1;1;;1;3;1;1;7;7;7;7;7;7;7;97;;6;1;7;3;3;3;2;3;7;6;5;7;3;6;7;5;5;6;3;2;1
2024;3260;2;436,56385;20;00009;1;02;1;1;;3;1;4;2;7;7;5;7;9;9;8;8;9;9;1;1;3;4;2;5;2;8;9;7;6;1;9;8;7;7;7;3;1;1
2024;3261;2;293,25033;20;00009;6;06;1;1;;3;3;3;3;9;9;8;9;9;9;9;97;;9;1;1;4;5;2;5;2;7;5;5;5;2;8;9;8;8;5;3;2;1
2024;3262;2;246,10739;20;00009;1;06;4;1;;2;3;3;3;7;10;10;8;8;8;10;97;;8;1;1;3;4;2;4;2;7;6;5;8;2;8;8;7;8;6;3;2;1
2024;3265;1;152,97008;20;00009;1;04;1;1;;3;1;1;1;7;7;7;7;7;7;7;5;7;7;1;1;5;5;1;5;2;7;6;6;7;2;7;6;9;7;6;3;1;1
2024;3266;1;246,10739;20;00009;1;07;4;1;;1;3;3;3;8;10;8;8;7;7;7;97;;9;1;1;4;4;2;3;2;10;0;0;7;1;7;8;7;8;2;3;3;2
2024;3267;1;246,10739;20;00009;1;06;1;1;;3;3;3;3;6;7;10;8;8;8;8;97;;8;1;1;4;4;2;5;2;8;8;8;8;1;8;8;7;7;8;3;3;1
2024;3268;3;549,78033;20;00009;1;01;1;1;;2;3;4;2;7;6;5;4;4;6;6;97;;8;1;1;3;3;3;3;3;7;6;3;5;2;6;4;5;7;5;1;2;1
2024;3269;2;258,91489;20;00009;6;04;1;1;;3;1;3;3;8;8;0;8;8;8;10;8;10;8;1;1;1;3;5;2;3;8;0;0;8;2;8;9;3;8;3;3;3;1
2024;3270;1;146,62516;20;00009;6;07;1;1;;1;3;1;1;8;10;10;10;10;10;10;97;;6;1;1;3;3;1;3;1;8;0;0;2;3;9;10;7;8;1;3;2;1
2024;3273;1;146,62516;20;00009;6;06;1;1;;1;3;1;1;8;10;10;8;10;10;8;97;;10;1;1;4;5;2;4;2;8;0;0;8;2;9;8;7;8;3;3;3;1
2024;3274;4;549,78033;20;00009;1;01;1;1;;3;1;4;2;7;8;7;8;8;9;9;8;6;7;1;1;3;3;3;3;3;6;1;1;4;2;8;7;5;8;2;3;2;1
2024;3275;1;200,80265;20;00009;6;03;1;1;;3;1;1;1;9;9;6;6;7;10;9;6;8;8;1;2;3;4;2;4;3;8;5;6;6;1;9;7;6;6;6;3;2;1
2024;3277;2;285,94817;20;00009;6;05;5;6;;1;1;3;3;8;8;4;8;7;9;9;8;9;8;1;1;3;3;3;5;3;7;6;9;10;1;8;8;6;8;8;3;2;4
2024;3278;3;745,21919;20;00009;1;02;1;1;;3;1;4;2;7;7;7;8;8;8;8;8;8;7;1;1;4;4;2;4;2;7;5;5;5;1;8;8;7;7;5;3;1;1
2024;3280;1;139,65608;20;00009;1;05;4;1;;1;1;1;1;10;10;8;8;10;8;8;8;8;8;1;1;3;5;3;5;3;8;2;4;8;3;8;8;7;8;5;3;2;1
2024;3281;1;246,10739;20;00009;1;06;4;1;;1;3;3;3;3;3;7;8;8;8;8;97;;7;1;1;3;3;3;3;2;7;0;0;0;1;8;8;5;6;0;3;4;1
2024;3282;1;413,04230;20;00009;6;02;5;6;;3;3;5;4;8;10;10;8;9;9;9;97;;9;1;1;3;3;2;3;2;9;10;10;10;1;9;8;6;8;10;2;1;1
2024;3283;1;246,10739;20;00009;1;07;4;1;;1;3;3;3;8;10;8;9;9;9;9;97;;9;1;1;4;3;2;3;2;7;4;6;8;1;9;9;6;8;6;3;3;1
2024;3284;3;619,56345;20;00009;6;02;1;1;;2;3;6;5;8;8;8;8;8;8;8;97;;8;1;1;4;2;4;4;2;8;0;0;0;1;8;8;5;8;0;1;1;4
2024;3285;1;186,30480;20;00009;1;02;5;6;;1;3;1;1;2;10;10;2;2;2;2;97;;3;1;1;3;3;3;3;3;2;0;5;5;1;4;2;5;8;3;1;1;3
2024;3286;1;305,94016;20;00009;1;04;1;1;;1;1;3;3;8;10;5;8;10;10;10;8;10;9;1;1;3;5;2;5;2;9;0;7;7;1;10;9;7;8;5;3;2;1
2024;3287;1;145,52128;20;00009;1;03;1;1;;1;1;1;1;8;10;10;6;9;10;10;8;8;10;1;1;4;4;2;4;2;10;0;0;0;1;9;7;7;8;0;2;2;1
2024;3288;2;293,25033;20;00009;6;06;4;1;;3;1;3;3;5;9;8;6;8;7;9;8;7;8;1;1;3;3;2;4;2;6;5;3;5;2;8;7;6;8;4;3;1;1
2024;3289;1;369,16109;20;00009;1;06;1;1;;1;3;4;2;8;9;7;8;7;9;9;97;;7;1;1;3;3;2;3;2;7;0;0;0;1;8;8;6;8;0;3;2;1
2024;3291;1;246,10739;20;00009;1;07;1;1;;1;3;3;3;9;8;8;5;10;10;10;97;;9;1;2;4;4;2;5;2;5;5;5;5;2;9;5;7;6;5;3;2;1
2024;3292;2;428,92226;20;00009;6;05;1;1;;3;1;4;2;8;8;7;8;8;10;10;8;6;7;1;1;4;4;2;4;2;9;7;8;8;1;9;7;7;8;8;3;1;1
2024;3293;1;418,96824;20;00009;1;05;4;1;;2;1;5;4;7;7;7;7;7;8;9;6;10;8;1;1;4;5;2;4;2;8;4;5;7;2;8;8;7;7;5;3;2;1
2024;3296;1;279,31216;20;00009;1;05;1;1;;2;3;3;3;8;8;9;7;10;8;9;97;;9;1;1;3;3;1;3;2;9;7;5;8;2;8;7;6;8;7;3;1;1
2024;3297;3;602,40795;20;00009;6;03;5;6;;1;1;4;2;7;8;5;5;9;9;9;10;6;10;1;1;5;5;2;4;2;4;5;7;7;2;8;7;8;8;6;1;2;1
2024;3299;3;576,63054;20;00009;6;01;1;1;;2;3;4;2;8;8;8;9;9;8;6;97;;8;1;1;3;4;3;5;2;5;2;3;6;3;7;9;7;8;4;3;1;1
2024;3301;1;123,05370;20;00009;1;06;1;1;;1;3;1;1;8;8;9;8;7;8;8;97;;7;1;7;3;3;3;3;3;8;0;0;5;2;7;8;5;5;2;3;1;1
2024;3302;2;517,82978;20;00009;6;04;1;1;;3;1;4;2;5;6;3;6;6;6;6;5;5;6;1;1;3;3;3;3;3;6;0;6;6;3;6;5;5;7;4;2;3;2
2024;3304;1;145,52128;20;00009;1;02;1;1;;3;1;1;1;9;8;8;8;8;8;7;8;8;8;1;1;3;4;2;5;2;9;0;1;1;1;8;8;7;8;1;3;1;1
2024;3305;1;246,10739;20;00009;1;06;1;1;;1;3;3;3;8;9;8;8;8;10;10;97;;5;1;1;5;5;1;4;1;6;5;5;6;2;9;8;9;8;5;3;1;1
2024;3306;1;246,10739;20;00009;1;07;4;1;;1;3;3;3;8;8;8;6;9;8;8;97;;9;1;7;3;3;2;4;2;7;9;9;9;3;7;6;6;5;9;1;3;1
2024;3307;2;428,92226;20;00009;6;05;1;1;;2;1;4;2;9;9;9;9;9;9;9;9;5;5;1;1;3;3;3;3;3;5;5;5;5;3;8;8;5;8;5;1;2;1
2024;3309;2;246,10739;20;00009;1;07;1;1;;1;3;3;3;2;9;2;2;5;5;5;97;;2;1;1;2;2;3;2;3;5;5;5;5;2;5;2;4;8;5;3;4;1
2024;3310;1;123,05370;20;00009;1;07;1;1;;1;3;1;1;10;10;10;10;10;10;10;97;;10;1;1;3;5;3;5;2;5;0;10;10;1;10;10;7;8;7;1;2;1
2024;3312;1;439,87549;20;00009;6;06;1;1;;1;1;2;5;10;10;8;8;8;9;9;9;9;9;1;1;4;5;2;5;2;8;6;6;8;3;8;9;8;8;7;3;2;1
2024;3313;1;123,05370;20;00009;1;06;1;1;;1;1;1;1;8;10;8;9;9;9;9;9;5;8;1;1;5;3;2;3;2;8;3;7;7;1;9;8;7;8;6;3;2;1
2024;3314;1;146,62516;20;00009;6;06;1;1;;2;3;1;1;9;9;9;6;5;5;5;97;;9;1;1;4;4;2;4;2;9;0;5;5;3;5;6;7;8;3;2;2;1
2024;3315;1;428,92226;20;00009;6;05;1;1;;1;1;4;2;4;10;4;5;8;8;8;10;10;10;1;1;2;2;4;2;4;10;5;5;10;4;7;8;3;8;7;3;4;1
2024;3316;1;146,62516;20;00009;6;07;1;1;;1;3;1;1;4;5;5;5;7;7;7;97;;5;1;2;1;1;4;2;4;5;5;5;5;2;7;5;2;5;5;3;3;1
2024;1;1;144,36434;01;00009;1;04;1;1;;2;1;3;3;7;7;4;4;8;8;8;5;5;8;1;1;5;5;1;5;1;6;0;0;5;2;8;5;9;7;2;1;2;1
2024;2;2;127,03276;01;00009;6;07;1;1;;1;3;3;3;8;8;8;8;8;8;8;97;;7;1;2;3;3;3;3;3;7;5;5;5;2;8;8;5;6;5;3;2;1
2024;6;1;67,67276;01;00009;6;02;1;1;;2;1;1;1;9;9;5;6;6;8;8;7;8;8;1;1;3;4;3;3;2;8;6;6;0;1;8;7;6;8;4;1;3;1
2024;9;1;72,18217;01;00009;1;04;1;1;;1;2;1;1;5;5;8;5;8;8;8;97;;7;1;1;3;5;1;3;1;5;3;0;3;1;8;5;7;7;2;1;2;1
2024;10;1;107,59073;01;00009;1;07;4;1;;1;3;3;3;9;9;9;9;9;9;9;97;;9;1;1;5;5;2;5;2;8;6;5;10;1;9;9;8;8;7;3;2;1
2024;11;2;214,90036;01;00009;6;04;4;1;;2;1;4;2;8;9;5;7;9;9;9;8;4;9;1;1;3;3;3;3;2;8;3;5;8;2;8;6;5;8;5;3;1;1
2024;12;2;161,17527;01;00009;6;04;1;1;;1;1;4;2;9;9;5;10;10;10;10;10;10;10;1;1;3;3;3;3;3;10;0;0;5;2;9;10;5;8;2;3;2;1
2024;13;1;143,83010;01;00009;6;05;4;1;;1;1;3;3;9;9;7;7;8;8;8;9;7;9;1;1;4;5;1;5;2;7;0;0;3;3;7;8;8;8;1;3;1;1
2024;3676;1;301,95844;20;20069;1;05;1;1;;3;1;3;3;9;9;6;8;8;8;6;8;9;9;1;1;4;5;2;4;2;8;2;5;8;2;7;8;7;8;5;3;2;1
2024;3677;3;825,91459;20;20069;1;04;1;1;;3;3;4;2;8;9;9;9;9;8;7;97;;9;1;1;3;3;2;3;2;9;6;7;9;3;7;9;6;8;7;3;4;1
2024;3678;4;594,48189;20;20069;1;01;1;1;;2;3;4;2;9;8;6;7;9;9;9;97;;10;1;1;3;5;3;5;2;8;4;7;7;1;9;7;7;8;6;1;2;4
2024;3679;2;467,34476;20;20069;6;01;1;1;;1;3;5;4;4;4;10;2;4;7;7;97;;1;1;1;1;1;3;1;3;2;2;2;2;4;5;2;3;6;2;2;4;1
2024;3680;1;158,41401;20;20069;6;06;1;1;;3;3;1;1;7;7;8;7;7;7;7;97;;7;1;1;3;5;2;3;3;6;2;2;7;2;7;7;6;7;4;3;2;1
2024;3681;2;316,82801;20;20069;6;06;1;1;;1;3;3;3;10;10;10;8;10;10;10;97;;9;1;1;5;5;1;5;1;8;5;5;5;3;9;8;9;8;5;3;3;1
2024;3682;1;133,26739;20;20069;1;06;1;1;;3;1;1;1;9;9;7;9;9;8;8;9;9;9;1;1;4;5;2;4;2;7;6;8;8;2;8;9;7;8;7;3;1;1
2024;3683;1;216,21186;20;20069;6;03;1;1;;3;1;1;1;7;6;5;6;7;7;7;5;97;6;1;1;3;3;3;3;2;7;3;4;6;1;7;6;5;7;4;3;1;1
2024;3686;1;158,41401;20;20069;6;06;1;1;;2;3;1;1;8;10;10;8;8;8;6;97;;8;1;1;3;4;2;4;2;8;3;5;8;2;7;8;7;8;5;3;2;1
2024;3687;2;309,03789;20;20069;6;05;1;1;;3;1;3;3;9;9;7;10;10;10;9;9;9;9;1;1;3;4;2;4;2;9;7;6;8;1;9;9;7;8;7;3;2;1
2024;3690;1;309,03789;20;20069;6;05;5;1;;3;1;3;3;8;8;7;7;7;8;8;8;9;8;1;1;3;4;2;4;2;8;0;4;8;2;7;8;7;8;4;2;2;1
2024;3692;1;200,74520;20;20069;1;02;4;1;;2;1;1;1;9;10;8;9;10;10;9;10;10;10;1;1;4;5;2;5;1;9;2;3;3;2;9;10;8;8;3;3;1;2
2024;3693;1;133,26739;20;20069;1;06;1;1;;1;3;1;1;9;8;10;10;10;10;10;97;;10;1;1;3;5;2;5;2;8;7;6;8;1;10;10;7;8;7;3;1;1
2024;3695;1;316,82801;20;20069;6;05;4;1;;1;1;5;4;8;10;7;7;5;9;9;9;9;9;1;1;2;3;2;3;3;8;0;2;8;3;7;8;5;8;3;3;3;1
2024;3696;1;330,36583;20;20069;1;04;1;1;;2;3;5;4;7;8;8;5;6;8;8;97;;8;1;1;5;3;2;3;2;8;7;5;8;1;8;5;7;8;7;1;1;1
2024;3697;1;216,21186;20;20069;6;03;1;1;;3;1;1;1;9;9;7;7;8;7;6;8;0;8;1;1;4;4;2;4;2;7;0;4;4;3;6;5;7;8;3;1;1;1
2024;3698;1;158,41401;20;20069;6;07;4;1;;1;3;1;1;5;6;6;4;6;5;5;97;;5;1;2;3;3;3;3;3;4;0;0;0;4;5;4;5;5;0;2;4;1
2024;3700;1;266,53479;20;20069;1;06;1;1;;2;3;2;5;8;6;7;7;6;5;8;97;;8;1;1;4;3;4;4;2;6;5;5;5;2;6;7;6;7;5;3;3;2
2024;3701;3;467,34476;20;20069;6;01;1;1;;2;3;4;2;6;8;6;6;8;8;8;97;;6;1;1;3;4;3;4;2;5;4;4;4;2;8;6;6;8;4;3;1;1
2024;3702;2;309,03789;20;20069;6;05;4;1;;2;1;3;3;2;3;7;7;7;7;6;5;5;4;1;1;2;2;3;2;4;9;2;2;6;2;7;6;3;6;3;3;3;1
2024;6462;1;866,91804;48;00009;1;02;1;1;;2;1;4;2;8;10;4;6;7;10;10;3;0;8;1;1;3;3;3;3;2;6;5;5;5;2;8;3;5;8;5;1;1;1
2024;6465;1;190,23297;48;00009;1;05;1;1;;1;2;1;1;6;7;5;4;7;7;4;97;;6;2;2;5;5;1;5;2;6;2;2;3;1;7;4;9;4;2;1;1;2
2024;6467;2;778,27349;48;00009;6;04;1;1;;1;1;4;2;7;7;7;7;7;9;10;8;8;8;1;1;4;4;2;5;2;7;4;5;7;2;8;8;7;7;5;2;2;1
2024;6468;2;784,18946;48;00009;6;05;1;1;;3;1;4;2;6;8;4;6;4;9;8;4;9;8;1;1;2;2;4;2;3;8;0;5;7;1;7;6;3;8;4;3;3;1
2024;6469;1;187,15771;48;00009;6;07;1;1;;1;3;1;1;5;8;8;7;7;7;7;97;;8;1;1;5;5;1;5;1;5;0;0;5;3;6;7;9;8;2;3;3;1
2024;6474;1;190,23297;48;00009;1;05;1;1;;3;1;1;1;8;9;7;7;7;9;9;8;4;9;1;1;3;3;2;3;2;7;6;4;4;1;8;6;6;8;5;3;1;1
2024;6477;3;570,69892;48;00009;1;05;1;1;;1;1;4;2;6;5;3;5;7;7;7;6;97;6;1;1;3;3;3;3;3;5;5;5;5;2;7;6;5;7;5;1;3;1
2024;6478;1;778,27349;48;00009;6;04;1;1;;3;1;4;2;8;7;8;8;8;8;9;8;10;6;1;1;3;3;3;3;3;5;1;2;3;2;8;9;5;7;2;1;3;1
2024;6479;1;577,94536;48;00009;1;02;1;1;;2;1;5;4;8;9;7;7;8;8;7;8;6;9;1;1;5;5;2;5;2;7;6;6;8;1;8;7;8;8;7;3;1;1
2024;6480;1;196,04736;48;00009;6;05;1;1;;1;1;1;1;8;8;7;9;10;9;7;7;9;8;1;1;3;3;4;3;4;8;4;5;7;1;9;8;4;8;5;3;1;1
2024;6481;2;723,91563;48;00009;1;03;1;1;;3;1;4;2;8;9;6;7;9;9;9;8;9;6;1;1;4;4;2;4;2;6;1;1;4;2;8;8;7;8;2;2;2;1
2024;6482;2;374,31541;48;00009;6;06;1;1;;1;3;3;3;7;7;8;8;7;7;7;97;;7;1;1;5;5;2;5;3;5;5;5;6;1;7;8;8;7;5;2;3;1
2024;6483;3;780,18325;48;00009;6;01;1;1;;1;3;4;2;7;7;7;8;8;8;8;97;;7;1;1;5;5;3;5;3;6;5;5;5;2;8;8;7;7;5;3;2;1
2024;6484;2;288,97268;48;00009;1;02;1;1;;3;1;1;1;8;7;8;9;8;9;8;8;6;8;1;1;5;5;2;5;3;7;6;7;8;1;8;8;8;7;7;3;2;1
2024;6485;1;380,46595;48;00009;1;05;1;1;;1;3;3;3;7;7;10;7;7;7;7;97;;5;1;1;2;3;2;5;2;5;4;4;7;2;7;7;6;7;5;3;3;1
2024;6487;2;561,47312;48;00009;6;06;1;1;;1;3;4;2;9;10;10;10;10;9;9;97;;10;1;1;5;5;1;5;1;10;5;8;8;1;9;10;9;8;7;3;2;1
2024;6489;2;482,61042;48;00009;1;03;1;1;;2;1;5;4;7;7;4;7;8;7;7;8;6;8;1;1;3;3;3;3;3;7;7;5;6;1;8;7;5;7;6;3;1;4
2024;6490;1;187,15771;48;00009;6;07;1;1;;1;3;1;1;7;9;5;10;10;10;10;97;;8;1;1;4;5;3;5;3;6;5;6;5;2;9;10;7;8;5;3;2;1
2024;6491;2;380,46595;48;00009;1;05;1;1;;2;1;3;3;6;5;0;5;8;8;8;5;5;5;1;1;3;3;3;3;3;8;0;2;6;2;8;5;5;7;3;3;2;1
2024;6492;3;813,37714;48;00009;1;01;1;1;;1;3;4;2;10;10;7;7;7;10;10;97;;8;1;1;4;4;2;4;2;8;0;0;0;2;8;7;7;8;0;3;1;1
