AENC;NUMC;NIND;ELEP;TH;CAPITAL;SEXO;EDAD;LNAC;NACI;NIVI;LEST3;RELA;TIPF;TGRU;SVIDA;SRELA;STGUS;SECON;SVIVI;SZONA;SRECR;STRAB;STIEM;MERECE;HABLAR;AYFAM;TENSO;MORAL;CALMA;DEPRE;FELIZ;CPER;CPOL;CJUS;CERTZ;SENSE;SVIVENT;SHOGTR;ANIMO;RELPER;CPUBLI;SITEC1;SAPER;RELFA1
2024;1249;1;485,54940;01;01059;6;05;4;1;;2;1;4;2;8;8;4;9;8;8;9;8;7;8;1;1;3;3;3;3;2;6;7;5;5;3;7;8;5;8;6;3;2;1
2024;1251;2;479,24472;01;01059;6;04;4;1;;3;1;4;2;8;8;5;7;8;8;8;7;9;7;1;1;3;4;4;4;4;6;2;5;7;2;8;8;5;8;5;3;2;1
2024;1252;1;119,97359;01;01059;1;06;4;1;;2;3;1;1;7;7;8;8;8;7;9;97;;8;1;1;4;4;2;4;2;7;5;2;4;3;7;8;7;7;4;3;2;1
2024;1253;2;284,87943;01;01059;6;06;4;1;;1;3;3;3;8;10;8;8;9;10;10;97;;9;1;1;2;3;4;3;2;5;5;4;5;3;8;8;5;8;5;3;3;1
2024;1254;1;153,77805;01;01059;1;03;1;1;;3;1;1;1;8;6;8;7;8;8;8;8;8;8;1;1;3;4;2;4;2;6;6;6;6;1;8;8;7;7;6;3;1;1
2024;1255;2;323,69960;01;01059;6;05;4;1;;1;1;3;3;9;9;8;8;10;10;10;5;9;8;1;1;3;4;2;4;1;8;0;4;5;1;10;7;7;8;3;2;3;1
2024;1256;2;456,13647;01;01059;6;02;5;1;;1;3;5;4;4;8;4;4;7;7;7;97;;5;1;1;2;2;3;2;3;8;5;5;5;3;6;4;4;8;5;1;3;1
2024;1257;3;365,56162;01;01059;1;05;1;1;;2;2;4;2;5;7;5;5;7;7;9;97;;5;1;1;2;3;2;3;3;5;3;5;7;2;7;5;5;7;5;3;2;1
2024;1258;1;479,24472;01;01059;6;04;1;1;;3;1;4;2;8;8;2;7;6;8;8;7;6;8;1;1;3;4;3;4;2;7;5;5;5;3;7;7;6;8;5;1;1;1
2024;1259;1;161,84980;01;01059;6;05;1;1;;3;1;1;1;7;6;5;6;6;6;5;5;9;6;1;1;3;3;3;5;4;1;1;5;7;4;5;7;5;7;4;1;2;1
2024;1260;2;284,87943;01;01059;6;07;4;1;;1;3;3;3;9;10;9;10;10;10;10;97;;10;1;1;5;5;1;5;1;5;5;8;6;2;9;10;9;8;6;3;2;1
2024;1261;1;142,43972;01;01059;6;07;1;1;;1;3;1;1;6;5;5;8;8;8;7;97;;6;1;1;4;4;3;4;3;7;5;5;6;3;7;8;6;7;5;3;3;1
2024;1262;1;284,87943;01;01059;6;07;4;1;;1;3;2;5;6;7;7;7;8;8;8;97;;8;2;2;4;4;3;4;3;6;5;6;7;3;7;7;6;4;6;3;3;2
2024;1263;1;239,94719;01;01059;1;07;1;1;;1;3;3;3;7;7;8;7;8;8;8;97;;6;1;1;3;3;3;3;3;5;5;4;6;2;8;7;5;7;5;3;2;1
2024;1264;1;142,43972;01;01059;6;07;4;1;;1;3;1;1;5;10;9;6;8;8;8;97;;5;1;1;3;3;3;3;5;7;0;0;6;4;7;6;4;8;2;3;3;1
2024;1265;1;367,35009;01;01059;1;02;1;1;;3;1;3;3;8;10;3;6;7;7;7;5;3;7;1;1;5;5;2;4;1;7;2;3;2;2;7;5;8;8;2;3;2;1
2024;1266;1;239,94719;01;01059;1;07;4;1;;1;3;3;3;7;8;8;8;8;8;8;97;;8;1;1;3;3;3;3;3;8;8;10;10;1;8;8;5;8;9;3;3;1
2024;1267;4;527,39327;01;01059;6;01;1;1;;2;3;4;2;9;9;7;9;9;7;8;97;;8;1;1;4;5;2;4;2;7;4;6;3;2;8;9;7;8;4;3;1;1
2024;1268;1;119,97359;01;01059;1;06;1;1;;1;3;1;1;7;8;9;8;9;9;9;97;;8;1;1;3;3;3;3;3;9;0;0;10;3;8;8;5;8;3;1;2;1
2024;1269;1;323,69960;01;01059;6;05;1;1;;3;1;2;5;8;6;3;8;8;7;10;3;3;8;1;1;3;4;2;3;3;3;0;0;2;2;8;5;6;7;1;3;2;4
2024;1270;2;263,69664;01;01059;6;01;1;1;;3;1;5;4;8;7;8;6;6;6;7;8;6;8;1;1;5;5;1;5;2;7;6;6;7;3;6;7;9;7;6;2;2;2
2024;1272;2;284,87943;01;01059;6;07;4;1;;1;3;3;3;8;8;7;7;7;7;7;97;;8;1;1;5;5;1;5;1;7;5;5;7;3;6;7;9;8;6;3;2;1
2024;7235;1;408,60258;48;48020;1;07;4;1;;1;3;3;3;8;8;9;5;8;8;8;97;;8;1;1;5;5;2;5;2;5;5;8;8;3;7;5;8;8;7;3;3;1
2024;7236;1;571,78598;48;48020;1;04;4;1;;3;1;4;2;8;8;5;7;6;7;6;9;0;8;1;1;3;4;3;4;3;5;4;9;8;3;6;5;6;8;7;3;3;1
2024;7240;3;960,38206;48;48020;6;02;1;1;;3;1;4;2;5;5;5;5;5;5;5;7;9;9;1;1;3;4;2;4;2;8;0;2;8;1;6;7;7;7;3;1;1;4
2024;7241;1;187,53680;48;48020;6;07;1;1;;1;3;1;1;8;8;10;6;9;10;9;97;;8;1;1;5;5;2;4;2;9;9;9;7;3;8;6;8;8;8;2;3;1
2024;7242;1;187,53680;48;48020;6;06;1;1;;3;3;1;1;8;8;9;8;5;8;8;97;;8;1;1;5;5;1;5;2;8;5;4;6;2;7;8;9;8;5;3;2;1
2024;7243;4;584,72139;48;48020;6;04;5;1;;1;1;2;5;7;7;6;10;10;10;10;8;97;8;1;1;4;5;2;5;2;8;5;5;5;1;10;9;8;7;5;1;2;1
2024;7244;1;187,53680;48;48020;6;07;4;1;;1;3;1;1;7;5;5;8;9;9;6;97;;6;1;1;4;3;2;3;3;2;2;0;4;2;8;8;6;7;2;3;3;1
2024;7245;2;392,75615;48;48020;6;05;1;1;;3;1;3;3;7;7;8;9;8;9;9;7;7;7;1;1;3;3;4;3;4;7;3;4;4;2;8;8;4;7;4;3;3;1
2024;7246;1;480,19103;48;48020;6;02;1;1;;3;1;3;3;8;9;6;7;9;10;9;6;9;6;1;1;3;4;2;3;2;7;2;5;3;2;9;7;6;8;3;2;2;1
2024;7247;1;562,61039;48;48020;6;07;1;1;;3;3;4;2;8;8;8;8;8;8;8;97;;8;1;1;4;5;2;5;2;6;4;6;9;2;8;8;8;8;6;3;3;1
2024;7248;1;408,60258;48;48020;1;07;4;1;;3;3;5;4;6;5;6;5;5;4;0;97;;5;1;2;3;4;2;4;3;5;0;0;2;4;3;5;6;5;1;1;3;2
2024;7249;1;612,90387;48;48020;1;06;1;1;;3;1;4;2;8;8;5;5;7;8;2;8;9;9;1;1;3;5;2;4;3;5;6;0;0;1;6;7;7;8;2;1;2;1
2024;7251;1;220,03926;48;48020;6;03;1;1;;3;1;1;1;8;8;5;6;7;4;2;8;9;8;1;1;3;4;3;4;3;6;0;0;0;3;4;8;6;8;0;3;2;1
2024;7252;1;408,60258;48;48020;1;06;4;1;;3;3;3;3;8;8;10;9;9;8;6;97;;10;1;1;4;4;2;4;3;8;2;2;2;3;7;9;7;8;2;3;3;1
2024;7254;1;571,78598;48;48020;1;05;1;1;;3;1;5;4;9;9;3;8;9;5;0;7;9;9;1;1;3;5;3;5;3;5;4;5;6;2;5;8;7;8;5;3;2;1
2024;7255;1;196,37807;48;48020;6;05;1;1;;3;3;1;1;8;8;7;5;8;4;4;97;;8;1;1;3;5;3;5;3;8;0;0;7;4;5;5;7;8;2;1;2;1
2024;7256;2;408,60258;48;48020;1;06;1;1;;3;3;3;3;9;9;7;8;7;7;5;97;;10;2;1;5;5;2;4;2;6;5;2;2;2;6;8;8;6;3;3;2;1
2024;7258;2;577,59534;48;48020;1;02;1;1;;3;1;3;3;9;9;6;7;5;8;6;9;6;9;1;1;4;5;2;5;2;8;7;7;7;1;7;7;8;8;7;1;1;1
2024;7260;1;187,53680;48;48020;6;06;1;1;;1;3;1;1;7;8;8;7;7;7;6;97;;8;1;1;3;3;3;4;3;8;5;3;7;3;6;7;5;8;5;3;2;4
2024;7262;1;187,53680;48;48020;6;07;1;1;;3;3;1;1;8;8;8;8;8;8;8;97;;8;1;1;5;5;2;5;2;5;0;0;8;2;8;8;8;8;3;1;1;1
2024;7263;1;204,30129;48;48020;1;07;1;1;;3;3;1;1;8;8;8;8;8;8;8;97;;8;1;1;5;5;2;3;2;5;5;5;5;2;8;8;7;8;5;3;2;1
2024;7264;1;392,75615;48;48020;6;05;1;1;;2;1;3;3;8;8;10;8;10;7;7;5;7;9;1;1;3;3;2;3;2;5;3;3;8;2;8;7;6;8;5;3;2;4
2024;7266;1;408,60258;48;48020;1;07;1;1;;3;3;3;3;9;9;9;9;9;9;9;97;;6;1;1;3;3;3;3;3;7;5;5;5;2;8;9;5;8;5;3;2;1
2024;7267;1;187,53680;48;48020;6;07;1;1;;1;3;1;1;6;8;8;8;8;8;8;97;;6;1;1;5;5;2;4;2;8;5;5;5;1;8;8;8;8;5;3;1;1
2024;7268;1;577,59534;48;48020;1;02;1;1;;3;1;3;3;8;8;7;8;8;0;7;8;3;10;1;1;3;4;3;3;3;0;0;0;9;4;4;6;5;8;3;3;2;1
2024;7271;3;480,19103;48;48020;6;02;1;1;;3;2;5;4;9;9;8;6;7;9;9;97;;9;1;1;5;5;2;5;2;7;3;5;9;2;8;6;8;8;6;3;1;4
2024;7272;1;196,37807;48;48020;6;05;1;1;;2;1;1;1;7;7;7;7;7;7;7;7;7;8;1;1;3;3;2;4;2;6;5;5;6;2;7;7;6;7;5;2;2;1
2024;7273;2;389,81426;48;48020;6;04;1;1;;3;1;5;4;8;8;2;7;8;6;7;8;97;8;1;1;5;5;1;5;2;5;2;2;5;3;6;8;9;8;3;1;2;1
2024;7274;1;190,59533;48;48020;1;05;1;1;;3;1;1;1;7;7;6;5;8;8;7;4;3;7;1;1;3;5;2;2;2;7;5;4;4;1;8;4;6;7;4;1;2;1
2024;7276;2;375,07359;48;48020;6;06;1;1;;2;3;3;3;9;9;9;7;7;7;7;97;;9;1;1;5;5;1;5;1;10;6;6;7;2;7;7;9;8;6;3;2;1
2024;7277;3;1100,19632;48;48020;6;03;5;6;;1;2;6;5;7;7;10;8;7;10;8;97;;8;1;1;3;4;3;5;3;3;5;8;8;2;8;8;6;7;7;1;2;1
2024;7278;1;187,53680;48;48020;6;07;1;1;;1;3;1;1;5;5;5;5;5;5;5;97;;5;1;1;3;3;3;3;3;5;5;5;5;2;5;5;5;7;5;3;2;1
2024;3362;1;152,97008;20;00009;1;04;1;1;;1;1;1;1;7;8;8;7;8;7;7;7;9;7;1;1;4;4;2;4;2;8;7;8;8;1;8;8;7;8;8;3;1;1
2024;3364;2;401,60530;20;00009;6;03;4;1;;3;3;3;3;8;8;7;8;8;8;8;97;;9;1;1;3;3;3;3;2;6;5;5;5;3;7;8;5;8;5;3;2;1
2024;3365;3;582,08514;20;00009;1;03;5;6;;3;1;4;2;8;8;8;8;8;8;9;8;8;9;1;1;3;3;4;4;2;9;8;8;7;1;8;8;5;8;8;3;2;1
2024;3366;3;558,91439;20;00009;1;02;1;1;;2;1;4;2;7;8;6;6;6;6;6;7;6;8;1;1;5;5;2;5;2;7;5;4;4;1;7;6;8;8;4;2;2;2
2024;3367;1;146,62516;20;00009;6;07;1;1;;1;3;1;1;7;8;8;8;8;8;8;97;;7;1;1;5;5;1;5;2;8;6;6;7;2;8;8;9;8;6;3;1;1
2024;3368;1;246,10739;20;00009;1;07;1;1;;1;3;3;3;6;6;6;8;7;7;6;97;;5;1;1;3;2;3;3;3;5;5;5;5;3;6;8;5;7;5;3;3;1
2024;3369;1;246,10739;20;00009;1;06;1;1;;3;3;2;5;7;7;7;7;7;9;9;97;;8;1;1;4;4;2;4;2;8;7;0;1;1;8;7;7;7;3;1;2;4
2024;3370;1;206,52115;20;00009;6;02;1;1;;3;1;1;1;8;9;6;6;0;4;8;8;7;8;1;1;3;3;3;3;3;5;0;6;7;2;5;7;5;8;4;3;2;1
2024;3371;1;123,05370;20;00009;1;07;4;1;;1;3;1;1;7;8;8;8;8;8;7;97;;8;1;1;5;5;2;5;2;8;5;4;5;1;8;8;8;8;5;3;2;1
2024;3372;3;745,21919;20;00009;1;02;1;1;;2;3;4;2;8;7;7;8;6;7;7;97;;7;1;1;3;3;2;3;3;7;5;5;5;1;7;8;5;7;5;3;1;1
2024;3373;1;293,25033;20;00009;6;07;1;1;;1;3;2;5;10;10;10;8;10;9;8;97;;6;1;1;4;4;2;4;2;5;5;5;5;3;8;8;7;8;5;3;3;1
2024;3374;1;146,62516;20;00009;6;06;1;1;;2;3;1;1;6;6;7;7;8;8;7;97;;8;1;1;3;3;3;3;3;8;7;6;6;2;7;7;5;7;6;1;3;1
2024;3375;1;146,62516;20;00009;6;07;1;1;;1;3;1;1;9;10;10;10;10;9;9;97;;10;1;1;3;3;3;3;3;8;7;5;5;2;9;10;5;8;6;3;2;1
2024;3376;2;258,91489;20;00009;6;04;5;6;;1;2;3;3;5;4;4;4;7;7;7;97;;5;1;2;2;2;3;2;2;0;0;5;7;3;6;4;4;5;4;1;4;2
2024;3378;1;647,28723;20;00009;6;04;1;1;;3;1;6;5;7;7;8;7;8;8;8;7;8;8;1;1;3;5;2;5;2;8;2;2;2;1;8;7;7;7;2;3;1;1
2024;3379;2;428,92226;20;00009;6;05;1;1;;1;3;4;2;5;8;5;8;7;9;9;97;;5;1;1;3;3;3;3;3;7;4;7;9;2;8;8;5;8;7;3;2;1
2024;3380;2;571,89634;20;00009;6;05;1;1;;3;1;4;2;8;8;8;8;8;9;9;9;10;8;1;1;3;4;2;4;2;8;3;3;7;2;8;9;7;8;4;1;2;1
2024;3382;2;279,31216;20;00009;1;05;1;1;;3;1;5;4;8;8;7;8;8;9;9;8;10;7;1;1;5;5;2;5;2;6;4;5;6;1;9;9;8;8;5;3;2;1
2024;922;1;243,70775;01;01059;1;05;1;1;;1;3;2;5;6;6;6;6;6;6;6;97;;4;2;1;5;5;5;5;5;5;3;4;4;2;6;6;6;5;4;3;3;4
2024;923;1;142,43972;01;01059;6;07;1;1;;1;3;1;1;5;7;10;7;10;10;10;97;;5;1;1;3;3;3;3;3;1;0;5;9;2;9;7;5;7;5;3;2;1
2024;925;1;161,84980;01;01059;6;05;1;1;;3;1;1;1;9;9;9;9;9;9;9;9;9;9;1;1;4;5;2;5;2;9;9;9;9;2;8;9;8;8;9;3;2;1
2024;926;3;551,02513;01;01059;1;02;1;1;;3;2;4;2;2;4;5;7;7;8;8;97;;5;1;1;3;3;3;3;3;7;0;2;5;2;7;7;5;6;2;1;2;1
2024;928;2;307,55609;01;01059;1;03;1;1;;3;1;3;3;10;10;5;5;6;8;10;5;5;9;1;1;4;5;2;4;2;7;2;4;4;2;8;5;7;8;3;3;1;3
2024;929;1;239,94719;01;01059;1;06;1;1;;3;1;3;3;7;7;8;9;7;7;7;7;8;8;1;1;3;3;2;3;2;8;7;5;7;1;7;8;6;7;6;3;1;1
2024;931;1;121,85387;01;01059;1;05;1;1;;3;1;1;1;7;7;6;8;7;7;6;6;9;7;1;1;4;4;2;4;2;9;3;2;2;2;7;8;7;7;2;3;2;4
2024;933;1;239,94719;01;01059;1;06;1;1;;2;3;3;3;8;7;8;7;7;8;7;97;;7;1;1;5;5;1;5;1;8;3;3;3;2;7;7;9;7;3;3;3;1
2024;934;2;324,93427;01;01059;1;04;4;1;;3;1;5;4;5;5;5;5;5;5;5;5;5;5;1;1;3;3;3;3;3;5;5;5;5;2;5;5;5;7;5;2;2;1
2024;935;1;239,94719;01;01059;1;07;1;1;;3;3;5;4;8;8;8;8;9;9;9;97;;8;1;1;5;5;2;5;2;6;5;5;6;2;8;8;8;8;5;1;2;4
2024;936;1;121,85387;01;01059;1;05;1;1;;3;1;1;1;8;8;9;6;5;7;9;9;9;9;1;1;3;5;3;5;3;2;5;1;8;1;7;8;7;8;5;2;2;1
2024;938;2;456,13647;01;01059;6;01;1;1;;3;1;5;4;7;8;6;5;6;8;8;6;10;8;1;1;4;4;2;4;3;6;0;0;5;2;7;7;7;8;2;1;2;1
2024;939;1;142,43972;01;01059;6;07;5;1;;3;3;1;1;5;5;5;5;7;7;7;97;;7;1;1;5;5;2;5;2;5;0;5;9;3;6;5;8;7;5;2;2;1
2024;940;1;239,94719;01;01059;1;07;4;1;;1;3;3;3;8;8;8;8;8;8;7;97;;8;1;1;3;5;3;5;3;7;0;5;8;2;7;8;7;8;4;3;2;1
2024;941;1;142,43972;01;01059;6;06;1;1;;3;3;1;1;8;8;10;8;8;8;8;97;;8;1;1;5;5;1;5;1;7;3;5;5;2;8;8;9;8;4;3;1;1
2024;945;2;427,31915;01;01059;6;06;1;1;;3;3;4;2;9;9;9;9;9;9;9;97;;9;1;1;3;5;2;5;2;9;5;5;7;3;8;9;7;8;6;3;2;1
2024;946;2;284,87943;01;01059;6;06;4;1;;3;3;3;3;7;8;10;10;10;10;10;97;;5;1;1;5;5;2;5;2;7;6;7;7;2;9;10;8;8;7;3;1;1
2024;947;1;121,85387;01;01059;1;05;1;1;;3;1;1;1;7;8;3;1;8;8;8;6;10;8;1;1;4;5;2;5;2;3;0;1;5;2;8;6;8;8;2;1;2;1
2024;948;2;269,59577;01;01059;1;01;4;1;;1;3;5;4;9;9;9;7;10;10;10;97;;10;1;1;4;5;1;5;1;9;6;4;10;1;10;7;9;8;7;1;1;1
2024;949;1;142,43972;01;01059;6;07;4;1;;2;3;1;1;7;7;9;9;9;9;9;97;;9;1;1;5;3;1;3;1;9;2;2;8;2;8;9;7;7;4;3;1;1
2024;950;2;365,56162;01;01059;1;04;1;1;;3;1;4;2;3;5;3;1;0;4;3;8;5;5;1;2;3;3;4;3;4;6;0;0;1;3;3;5;4;5;0;1;1;1
2024;951;1;162,46713;01;01059;1;04;1;1;;1;3;1;1;8;8;8;8;8;8;8;97;;5;1;1;5;5;5;5;5;7;7;7;7;4;7;8;6;8;7;2;4;1
2024;952;1;239,94719;01;01059;1;06;1;1;;2;3;3;3;7;7;8;7;8;8;9;97;;9;1;1;4;5;2;5;2;5;4;5;5;2;8;7;8;7;5;3;1;1
2024;954;1;119,97359;01;01059;1;06;5;1;;3;3;1;1;9;9;8;8;9;8;7;97;;8;1;1;4;4;2;4;2;7;1;0;7;2;8;8;7;8;3;3;2;1
2024;955;1;284,87943;01;01059;6;07;1;1;;3;3;3;3;8;7;7;9;8;8;8;97;;9;1;1;3;4;2;5;2;7;6;6;7;2;8;9;7;7;6;3;3;1
2024;956;1;487,41549;01;01059;1;05;1;1;;1;1;4;2;9;10;8;10;10;10;10;4;10;10;1;1;3;5;2;3;2;10;5;2;5;1;10;8;7;8;4;3;3;1
2024;957;2;239,94719;01;01059;1;07;1;1;;3;3;3;3;8;8;8;8;8;8;8;97;;8;1;1;3;3;2;3;3;0;0;3;3;3;7;8;5;8;2;3;3;1
2024;958;1;284,87943;01;01059;6;07;5;6;;3;3;3;3;9;9;9;8;8;8;8;97;;7;1;1;4;4;2;4;2;7;6;6;7;2;8;8;7;8;6;3;1;1
2024;959;1;239,94719;01;01059;1;06;1;1;;3;3;3;3;5;9;6;9;9;9;9;97;;9;1;1;4;3;2;2;2;8;5;2;2;2;8;9;6;8;3;3;3;1
2024;960;1;182,48386;01;01059;6;03;5;6;;1;1;1;1;8;10;10;7;10;10;10;10;10;10;1;1;3;3;1;3;3;6;7;10;8;2;9;9;6;8;8;1;2;1
2024;961;1;359,92078;01;01059;1;05;5;1;;3;3;4;2;8;8;7;7;9;9;9;97;;8;1;1;4;5;2;5;2;7;5;8;8;1;9;7;8;8;7;3;2;1
2024;962;1;239,94719;01;01059;1;07;4;1;;3;3;3;3;5;8;8;8;7;8;8;97;;8;1;1;3;3;4;3;4;5;2;5;6;2;7;8;4;8;4;3;2;1
2024;963;2;364,96772;01;01059;6;03;1;1;;3;1;3;3;5;5;5;5;5;5;5;5;5;5;1;1;4;4;4;4;4;5;5;5;5;3;5;5;5;7;5;1;2;1
2024;964;1;121,85387;01;01059;1;05;1;1;;3;1;1;1;9;9;9;9;8;8;7;9;9;9;1;1;4;4;2;4;2;8;2;2;7;2;7;9;7;8;4;3;2;1
2024;967;2;323,69960;01;01059;6;05;1;1;;1;1;5;4;7;7;7;7;7;7;7;6;6;7;1;1;3;4;2;4;3;6;4;4;6;3;6;6;6;7;5;1;2;1
2024;968;1;142,43972;01;01059;6;06;1;1;;1;3;1;1;8;7;7;7;7;8;8;97;;7;2;1;2;5;3;3;3;5;2;3;4;4;6;7;5;6;3;3;2;1
2024;969;2;239,94719;01;01059;1;06;4;1;;2;1;3;3;7;10;7;7;7;9;8;7;8;9;1;1;3;4;2;4;2;8;7;7;9;2;8;7;7;8;8;2;2;1
2024;970;1;142,43972;01;01059;6;07;4;1;;1;3;1;1;8;8;8;8;8;8;8;97;;9;1;1;4;4;2;2;2;8;8;8;8;1;8;8;6;8;8;3;3;1
2024;971;1;142,43972;01;01059;6;07;1;1;;3;3;1;1;8;10;8;8;9;10;10;97;;8;1;1;2;3;3;3;3;5;4;5;6;4;8;8;5;8;5;3;3;1
2024;972;2;284,87943;01;01059;6;07;4;1;;1;3;3;3;4;4;4;5;7;7;7;97;;8;1;1;3;3;3;3;3;5;0;0;8;4;6;5;5;6;3;1;3;1
2024;973;3;734,70018;01;01059;1;01;1;1;;3;1;4;2;6;6;7;7;5;7;7;5;7;6;2;1;3;3;3;3;3;7;3;3;2;2;6;6;5;5;3;2;3;1
2024;975;1;243,70775;01;01059;1;05;1;1;;1;1;3;3;6;8;6;5;8;8;8;9;9;8;1;1;3;4;2;4;3;5;4;4;4;2;8;8;6;8;4;1;3;1
2024;976;1;142,43972;01;01059;6;07;1;1;;1;3;1;1;7;8;8;5;9;10;10;97;;8;1;2;3;3;3;4;3;5;5;5;10;1;9;5;5;6;7;1;2;1
2024;977;1;161,84980;01;01059;6;05;1;1;;3;1;1;1;8;8;7;7;10;10;10;8;10;9;1;1;3;4;2;3;2;6;4;7;8;2;9;8;6;8;6;3;1;1
2024;979;2;359,43354;01;01059;6;04;5;6;;1;1;4;2;7;8;8;6;6;7;9;9;8;8;1;7;4;5;1;5;1;8;3;2;4;1;8;8;9;5;3;1;1;1
2024;981;1;239,94719;01;01059;1;07;1;1;;3;3;3;3;3;3;3;5;5;5;5;97;;5;1;1;3;2;3;2;3;2;4;4;4;4;4;5;4;6;4;3;2;1
2024;982;1;182,48386;01;01059;6;03;1;1;;3;1;1;1;7;6;6;7;7;7;7;7;9;9;1;1;3;3;3;3;2;9;7;7;7;1;7;8;5;7;7;1;2;1
2024;983;1;142,43972;01;01059;6;06;1;1;;3;3;1;1;10;10;7;10;10;10;10;97;;10;1;1;5;5;2;5;2;8;4;8;10;3;9;10;8;8;7;1;3;1
2024;986;1;121,85387;01;01059;1;05;1;1;;3;1;1;1;7;9;7;4;7;8;8;3;7;4;1;1;3;3;2;3;4;4;3;3;5;1;8;5;5;8;4;1;2;1
2024;987;1;162,46713;01;01059;1;04;1;1;;1;3;1;1;0;0;3;3;3;3;3;97;;2;2;1;2;2;3;3;2;4;4;1;2;1;4;3;5;3;2;3;4;1
2024;989;4;539,19153;01;01059;1;01;1;1;;2;1;4;2;7;8;6;7;7;8;6;8;8;9;1;1;5;5;2;4;2;8;4;6;8;2;7;8;8;8;6;3;2;1
2024;990;2;284,87943;01;01059;6;07;4;1;;1;3;3;3;6;7;7;8;8;8;8;97;;6;1;1;3;5;3;3;2;6;3;3;7;4;7;8;6;7;4;3;3;1
2024;991;2;239,94719;01;01059;1;07;1;1;;1;3;3;3;10;10;10;10;10;10;10;97;;5;1;1;5;5;2;5;2;5;5;5;5;4;8;10;8;8;5;3;2;1
2024;992;1;142,43972;01;01059;6;07;4;1;;1;3;1;1;10;10;10;10;10;10;10;97;;10;1;1;5;5;2;5;2;9;0;0;0;4;8;10;8;8;0;2;2;1
2024;994;2;479,24472;01;01059;6;04;1;1;;2;1;6;5;7;9;10;9;7;10;10;7;7;10;1;1;3;5;2;5;2;5;0;5;6;1;9;8;7;8;4;3;2;1
2024;995;1;161,84980;01;01059;6;05;1;1;;3;1;1;1;8;8;8;8;8;9;10;8;10;8;1;1;3;3;2;3;3;6;0;6;6;2;8;9;5;8;4;3;2;1
2024;998;3;527,39327;01;01059;6;01;1;1;;3;1;4;2;7;7;6;4;4;7;8;4;97;6;1;1;3;3;2;3;3;6;0;3;0;3;6;4;5;7;1;1;3;1
2024;6075;1;168,01042;48;00009;6;06;1;1;;1;3;1;1;10;10;10;10;10;10;10;97;;10;1;1;4;4;2;4;2;8;5;5;5;2;9;10;7;8;5;3;1;1
2024;6076;1;367,44440;48;00009;1;07;4;1;;1;3;3;3;5;7;9;7;10;10;10;97;;9;1;1;2;2;2;4;3;3;8;9;9;1;10;7;5;7;9;2;4;1
2024;6077;3;1051,65069;48;00009;1;02;1;1;;3;1;4;2;8;9;9;9;8;8;8;8;8;7;1;1;3;3;3;3;3;7;2;2;5;1;8;8;5;8;3;3;2;1
2024;6078;1;183,72220;48;00009;1;06;4;1;;3;3;1;1;7;7;7;7;7;7;7;97;;8;1;1;5;5;2;5;3;8;8;4;7;1;7;7;8;7;6;2;1;1
2024;6080;2;336,02084;48;00009;6;07;1;1;;1;3;3;3;6;7;5;5;6;6;6;97;;6;1;1;3;4;3;4;3;5;5;5;5;1;7;5;6;7;5;2;3;1
2024;6081;1;176,29652;48;00009;6;05;1;1;;3;1;1;1;5;6;5;5;6;9;9;4;7;6;1;1;4;5;2;4;3;7;4;5;5;2;8;5;7;7;5;2;2;1
2024;6082;1;183,72220;48;00009;1;06;1;1;;3;3;1;1;6;8;6;8;8;8;8;97;;6;1;1;5;5;2;3;3;7;7;6;8;1;8;8;7;8;7;1;1;1
2024;6084;1;683,50758;48;00009;1;05;1;1;;3;1;4;2;6;7;7;6;6;10;8;6;0;4;1;1;4;4;2;3;3;5;2;3;5;1;8;4;6;7;3;2;2;1
2024;6085;1;180,39083;48;00009;1;04;1;1;;3;1;1;1;6;9;6;5;7;9;9;7;9;9;1;1;3;5;2;5;2;3;0;1;2;1;8;7;7;8;1;1;1;1
2024;6086;3;854,38447;48;00009;1;05;4;1;;3;1;7;5;8;8;8;8;6;9;9;9;7;8;1;1;4;5;2;5;2;5;0;2;5;1;8;8;8;8;2;3;1;1
2024;6088;1;174,91794;48;00009;6;04;5;1;;1;1;1;1;6;7;8;3;3;7;7;7;3;7;1;1;1;3;2;3;3;0;2;5;4;3;5;4;5;7;4;1;3;3
2024;6089;2;541,17249;48;00009;1;04;1;1;;1;2;4;2;9;9;4;8;8;8;8;97;;10;1;1;4;4;2;4;2;7;0;4;4;1;8;8;7;8;3;2;2;1
2024;6090;1;595,41574;48;00009;6;03;1;1;;3;1;4;2;7;9;4;6;8;8;7;7;9;8;1;1;4;4;2;5;2;7;4;7;7;3;7;7;7;8;6;1;2;1
2024;6092;1;176,29652;48;00009;6;05;1;1;;3;1;1;1;10;10;8;8;8;9;9;3;9;10;1;1;3;5;2;5;2;7;3;3;6;2;8;7;7;8;4;3;2;1
2024;6093;1;176,29652;48;00009;6;05;1;1;;1;3;1;1;8;8;9;8;9;9;9;97;;8;1;7;5;5;2;5;2;8;5;3;7;2;8;8;8;5;5;3;2;1
2024;7279;4;976,90986;48;48020;6;01;1;1;;1;3;4;2;8;8;7;8;6;6;7;97;;9;1;1;4;5;2;5;2;7;6;6;8;2;6;8;8;8;7;3;1;1
2024;7280;2;720,28654;48;48020;6;02;1;1;;3;1;5;4;6;6;7;8;8;8;9;8;8;7;1;1;3;3;3;3;3;7;3;5;7;2;8;8;5;7;5;3;1;1
